Reference Sequence	ARO Term	ARO Accession	Reference Model Type	Reference DB	Reference Allele Source	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Percent Coverage	Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Mate Pair Linkage	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
gb|NG_050818.1|+|1-1194|ARO:3006522|PDC-145	PDC-145	3006522	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050823.1|+|1-1194|ARO:3006528|PDC-150	PDC-150	3006528	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050824.1|+|1-1194|ARO:3006529|PDC-151	PDC-151	3006529	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	7.71	92	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050826.1|+|1-1194|ARO:3006531|PDC-153	PDC-153	3006531	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	4	0	4	7.62	91	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050827.1|+|1-1194|ARO:3006532|PDC-154	PDC-154	3006532	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	8.46	101	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050829.1|+|1-1194|ARO:3006534|PDC-156	PDC-156	3006534	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050830.1|+|1-1194|ARO:3006535|PDC-157	PDC-157	3006535	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050831.1|+|1-1194|ARO:3006536|PDC-158	PDC-158	3006536	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050833.1|+|1-1194|ARO:3006539|PDC-160	PDC-160	3006539	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	4.94	59	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050835.1|+|1-1194|ARO:3006541|PDC-162	PDC-162	3006541	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.94	47	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050836.1|+|1-1194|ARO:3006542|PDC-163	PDC-163	3006542	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.35	40	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050838.1|+|1-1194|ARO:3006544|PDC-165	PDC-165	3006544	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	7.62	91	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050946.1|+|1-1188|ARO:3006545|PDC-166	PDC-166	3006545	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.45	41	0.00	*	1188	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050947.1|+|1-1194|ARO:3006546|PDC-167	PDC-167	3006546	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050982.1|+|1-1194|ARO:3006550|PDC-170	PDC-170	3006550	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050983.1|+|1-1194|ARO:3006551|PDC-171	PDC-171	3006551	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	7.29	87	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_054965.1|+|1-1194|ARO:3006558|PDC-179	PDC-179	3006558	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049888.1|+|1-1194|ARO:3006559|PDC-18	PDC-18	3006559	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_054970.1|+|1-1194|ARO:3006563|PDC-184	PDC-184	3006563	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_054971.1|+|1-1194|ARO:3006564|PDC-185	PDC-185	3006564	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_054974.1|+|1-1194|ARO:3006567|PDC-188	PDC-188	3006567	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_054975.1|+|1-1194|ARO:3006568|PDC-189	PDC-189	3006568	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_054976.1|+|1-1194|ARO:3006569|PDC-190	PDC-190	3006569	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_054981.1|+|1-1194|ARO:3006574|PDC-195	PDC-195	3006574	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.02	36	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_054982.1|+|1-1194|ARO:3006576|PDC-197	PDC-197	3006576	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	4	0	4	8.46	101	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_054983.1|+|1-1194|ARO:3006577|PDC-198	PDC-198	3006577	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.18	38	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_054985.1|+|1-1188|ARO:3006580|PDC-200	PDC-200	3006580	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.03	36	0.00	*	1188	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_054987.1|+|1-1194|ARO:3006581|PDC-202	PDC-202	3006581	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	7	0	7	6.28	75	7.43	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_054988.1|+|1-1194|ARO:3006582|PDC-203	PDC-203	3006582	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_054993.1|+|1-1194|ARO:3006586|PDC-208	PDC-208	3006586	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	9.13	109	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_054994.1|+|1-1194|ARO:3006587|PDC-209	PDC-209	3006587	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_054995.1|+|1-1194|ARO:3006588|PDC-210	PDC-210	3006588	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.77	45	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_055276.1|+|1-1194|ARO:3006590|PDC-213	PDC-213	3006590	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_055277.1|+|1-1194|ARO:3006591|PDC-214	PDC-214	3006591	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	8.46	101	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_055278.1|+|1-1194|ARO:3006592|PDC-215	PDC-215	3006592	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_055282.1|+|1-1194|ARO:3006596|PDC-219	PDC-219	3006596	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049893.1|+|1-1194|ARO:3006597|PDC-21a	PDC-21a	3006597	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	4	0	4	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_055275.1|+|1-1194|ARO:3006600|PDC-220	PDC-220	3006600	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	2.76	33	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_056102.1|+|1-1194|ARO:3006604|PDC-224	PDC-224	3006604	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_056104.1|+|1-1194|ARO:3006605|PDC-226	PDC-226	3006605	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.94	47	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_056420.1|+|1-1194|ARO:3006607|PDC-228	PDC-228	3006607	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	2.68	32	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_056421.1|+|1-1194|ARO:3006608|PDC-229	PDC-229	3006608	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_056422.1|+|1-1194|ARO:3006609|PDC-230	PDC-230	3006609	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.35	40	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_056391.1|+|1-1182|ARO:3006614|PDC-236	PDC-236	3006614	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	5	0	5	6.43	76	0.00	*	1182	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_056392.1|+|1-1194|ARO:3006615|PDC-237	PDC-237	3006615	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_056403.1|+|1-1194|ARO:3006626|PDC-248	PDC-248	3006626	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_057582.1|+|1-1194|ARO:3006629|PDC-250	PDC-250	3006629	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	7.79	93	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_057583.1|+|1-1194|ARO:3006630|PDC-251	PDC-251	3006630	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_057585.1|+|1-1194|ARO:3006632|PDC-253	PDC-253	3006632	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_057586.1|+|1-1194|ARO:3006633|PDC-254	PDC-254	3006633	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	8.46	101	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_057591.2|+|1-1194|ARO:3006635|PDC-259	PDC-259	3006635	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	2.76	33	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_057593.1|+|1-1194|ARO:3006638|PDC-261	PDC-261	3006638	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_057597.2|+|1-1173|ARO:3006641|PDC-265	PDC-265	3006641	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	4	0	4	3.75	44	0.00	*	1173	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_057600.1|+|1-1194|ARO:3006644|PDC-268	PDC-268	3006644	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_057604.1|+|1-1194|ARO:3006647|PDC-273	PDC-273	3006647	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	4	0	4	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_057605.1|+|1-1194|ARO:3006648|PDC-274	PDC-274	3006648	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_060537.1|+|1-1194|ARO:3006649|PDC-275	PDC-275	3006649	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_060546.1|+|1-1194|ARO:3006650|PDC-276	PDC-276	3006650	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_060547.1|+|1-1194|ARO:3006651|PDC-277	PDC-277	3006651	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_060550.1|+|1-1194|ARO:3006654|PDC-280	PDC-280	3006654	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.52	42	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_060552.1|+|1-1194|ARO:3006656|PDC-282	PDC-282	3006656	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.35	40	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_060553.1|+|1-1194|ARO:3006657|PDC-283	PDC-283	3006657	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_060538.1|+|1-1194|ARO:3006658|PDC-286	PDC-286	3006658	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_060556.1|+|1-1194|ARO:3006659|PDC-287	PDC-287	3006659	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	4.52	54	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_060557.1|+|1-1194|ARO:3006660|PDC-288	PDC-288	3006660	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	2.60	31	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_060559.1|+|1-1194|ARO:3006662|PDC-290	PDC-290	3006662	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_060561.1|+|1-1173|ARO:3006663|PDC-291	PDC-291	3006663	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	3.75	44	0.00	*	1173	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_060540.1|+|1-1194|ARO:3006665|PDC-295	PDC-295	3006665	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_060541.1|+|1-1194|ARO:3006666|PDC-296	PDC-296	3006666	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049902.1|+|1-1194|ARO:3006670|PDC-30	PDC-30	3006670	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	2.68	32	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_060545.1|+|1-1194|ARO:3006671|PDC-300	PDC-300	3006671	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_060567.1|+|1-1194|ARO:3006673|PDC-302	PDC-302	3006673	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	8.71	104	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_060568.1|+|1-1194|ARO:3006674|PDC-303	PDC-303	3006674	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_062262.1|+|1-1194|ARO:3006682|PDC-311	PDC-311	3006682	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_062302.1|+|1-1194|ARO:3006685|PDC-315	PDC-315	3006685	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_062303.1|+|1-1194|ARO:3006686|PDC-316	PDC-316	3006686	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	4	0	4	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_063888.1|+|1-1194|ARO:3006687|PDC-317	PDC-317	3006687	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_066525.1|+|1-1197|ARO:3006688|PDC-318	PDC-318	3006688	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1197	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_066526.1|+|1-1194|ARO:3006689|PDC-319	PDC-319	3006689	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.35	40	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_066529.1|+|1-1194|ARO:3006693|PDC-322	PDC-322	3006693	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	2.93	35	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_066533.1|+|1-1173|ARO:3006695|PDC-326	PDC-326	3006695	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	2.90	34	0.00	*	1173	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_066534.1|+|1-1194|ARO:3006696|PDC-327	PDC-327	3006696	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	8.71	104	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049905.1|+|101-1294|ARO:3006699|PDC-33	PDC-33	3006699	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	2.85	34	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065445.1|+|1-1194|ARO:3006703|PDC-333	PDC-333	3006703	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	7.87	94	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065890.1|+|1-1194|ARO:3006707|PDC-338	PDC-338	3006707	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065896.1|+|1-1194|ARO:3006714|PDC-344	PDC-344	3006714	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	7.79	93	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065902.1|+|1-1173|ARO:3006720|PDC-350	PDC-350	3006720	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	3.50	41	0.00	*	1173	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065903.1|+|1-1194|ARO:3006721|PDC-351	PDC-351	3006721	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.94	47	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065906.1|+|1-1194|ARO:3006723|PDC-354	PDC-354	3006723	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	2.85	34	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065907.1|+|1-1194|ARO:3006724|PDC-355	PDC-355	3006724	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.94	47	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065908.1|+|1-1194|ARO:3006725|PDC-356	PDC-356	3006725	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	4	0	4	2.68	32	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065909.1|+|1-1194|ARO:3006726|PDC-357	PDC-357	3006726	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065910.1|+|1-1194|ARO:3006727|PDC-358	PDC-358	3006727	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	5	0	5	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065911.1|+|1-1194|ARO:3006728|PDC-359	PDC-359	3006728	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	15	0	15	8.71	104	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049908.1|+|1-1194|ARO:3006729|PDC-36	PDC-36	3006729	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065912.1|+|1-1194|ARO:3006730|PDC-360	PDC-360	3006730	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065914.1|+|1-1194|ARO:3006732|PDC-362	PDC-362	3006732	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065919.1|+|1-1194|ARO:3006737|PDC-367	PDC-367	3006737	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	7.04	84	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065920.1|+|1-1194|ARO:3006738|PDC-368	PDC-368	3006738	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
