Reference Sequence	ARO Term	ARO Accession	Reference Model Type	Reference DB	Reference Allele Source	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Percent Coverage	Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Mate Pair Linkage	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
gb|AF468003.1|+|0-861|ARO:3000974|TEM-111	TEM-111	3000974	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	8.13	70	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|M57437.1|+|0-1647|ARO:3002827|tlrC	tlrC	3002827	protein homolog model	CARD	CARD curation	no data	no data	Streptomyces fradiae	70	0	70	4.61	76	40.94	*	1647	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	macrolide antibiotic; lincosamide antibiotic	antibiotic target protection
gb|KP050492.1|+|0-861|ARO:3001392|TEM-215	TEM-215	3001392	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	5	0	5	27.29	235	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|X65253.1|+|175-1036|ARO:3000894|TEM-24	TEM-24	3000894	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	1	0	1	13.59	117	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|HE963771.1|+|0-825|ARO:3001675|OXA-250	OXA-250	3001675	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	18.30	151	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|JN254627.1|+|0-861|ARO:3001049|TEM-189	TEM-189	3001049	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	4	0	4	44.37	382	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AM087411.1|+|1611-2457|ARO:3002606|aadA6	aadA6	3002606	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	6	0	6	5.67	48	56.00	*	846	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
gb|FJ405211.1|+|0-861|ARO:3000926|TEM-57	TEM-57	3000926	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	4	0	4	23.00	198	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AF506748.1|+|38-899|ARO:3000971|TEM-108	TEM-108	3000971	protein homolog model	CARD	CARD curation	no data	no data	Salmonella enterica	1	0	1	5.34	46	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AF047171.1|+|135-996|ARO:3000929|TEM-60	TEM-60	3000929	protein homolog model	CARD	CARD curation	no data	no data	Providencia stuartii	2	0	2	29.15	251	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AJ631966.1|+|0-810|ARO:3001771|OXA-57	OXA-57	3001771	protein homolog model	CARD	CARD curation	no data	no data	Burkholderia pseudomallei	7	0	7	5.93	48	0.00	*	810	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|AE005672.3|-|1983115-1984810|ARO:3000024|patA	patA	3000024	protein homolog model	CARD	CARD curation	no data	no data	Streptococcus pneumoniae	2	0	2	17.82	302	60.00	*	1695	ATP-binding cassette (ABC) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
gb|AE005672.3|-|1980557-1982324|ARO:3000025|patB	patB	3000025	protein homolog model	CARD	CARD curation	no data	no data	Streptococcus pneumoniae	4	0	4	13.13	232	60.00	*	1767	ATP-binding cassette (ABC) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
gb|LK391770.1|+|19707-20568|ARO:3000876|TEM-4	TEM-4	3000876	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	1	0	1	4.99	43	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|U38944.1|+|0-1536|ARO:3003037|opcM	opcM	3003037	protein homolog model	CARD	CARD curation	no data	no data	Burkholderia cepacia	2617	0	2617	99.93	1535	58.09	*	1536	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; aminoglycoside antibiotic	antibiotic efflux
gb|KM087834.1|+|0-1146|ARO:3001853|ACT-33	ACT-33	3001853	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	1	0	1	13.18	151	0.00	*	1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
gb|U00096.1|+|2367070-2368039|ARO:3003578|PmrF	PmrF	3003578	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	145	0	145	47.47	460	29.41	*	969	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
gb|NG_050704.1|+|1-1146|ARO:3006236|ACT-41	ACT-41	3006236	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	1	0	1	13.18	151	0.00	*	1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
gb|AE004091.2|+|177306-178458|ARO:3003679|TriA	TriA	3003679	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	6	0	6	65.54	755	60.00	*	1152	resistance-nodulation-cell division (RND) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
gb|AE004091.2|+|178454-179525|ARO:3003680|TriB	TriB	3003680	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	27	0	27	4.48	48	59.78	*	1071	resistance-nodulation-cell division (RND) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
gb|AE004091.2|+|179521-182569|ARO:3003681|TriC	TriC	3003681	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1092	0	1092	61.81	1884	49.65	*	3048	resistance-nodulation-cell division (RND) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
gb|AE004091.2|+|5584100-5585549|ARO:3003682|OpmH	OpmH	3003682	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	74	0	74	43.00	623	57.42	*	1449	resistance-nodulation-cell division (RND) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
gb|AB219524.1|+|1176-4338|ARO:3003699|mexQ	mexQ	3003699	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	137	0	137	34.57	1093	26.53	*	3162	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
gb|AE004091.2|-|4116187-4119265|ARO:3003693|MexK	MexK	3003693	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	533	0	533	51.92	1598	45.47	*	3078	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux
gb|AE004091.2|+|4903465-4904596|ARO:3003030|MexV	MexV	3003030	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	33.16	375	60.00	*	1131	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
gb|NC_002516.2|+|4904646-4907703|ARO:3003031|MexW	MexW	3003031	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	13	0	13	17.89	547	42.54	*	3057	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
gb|AB219524.1|+|4334-5810|ARO:3003700|opmE	opmE	3003700	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	6	0	6	30.15	445	60.00	*	1476	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
gb|AB219523.1|+|1175-4286|ARO:3003705|mexN	mexN	3003705	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	89	0	89	32.79	1020	35.38	*	3111	resistance-nodulation-cell division (RND) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
gb|LOCK01000072.1|-|166343-167390|ARO:3003723|vanI	vanI	3003723	protein homolog model	CARD	CARD curation	no data	no data	Desulfitobacterium hafniense	1	0	1	10.32	108	22.00	*	1047	glycopeptide resistance gene cluster; Van ligase	glycopeptide antibiotic	antibiotic target alteration
gb|L06249.1|+|1527-2505|ARO:3003748|oleC	oleC	3003748	protein homolog model	CARD	CARD curation	no data	no data	Streptomyces antibioticus	156	0	156	20.04	196	59.61	*	978	ATP-binding cassette (ABC) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
gb|CP007593.1|+|2148923-2149772|ARO:3001301|RlmA(II)	RlmA(II)	3001301	protein homolog model	CARD	CARD curation	no data	no data	Streptococcus pneumoniae	2	0	2	27.09	230	48.00	*	849	non-erm 23S ribosomal RNA methyltransferase (G748)	macrolide antibiotic; lincosamide antibiotic	antibiotic target alteration
gb|KP836350.1|+|0-1146|ARO:3003655|ACT-38	ACT-38	3003655	protein homolog model	CARD	CARD curation	no data	no data	Citrobacter freundii	6	0	6	40.05	459	0.00	*	1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
gb|CP001336.1|+|1776504-1777113|ARO:3003725|vanX_in_vanI_cl	vanX gene in vanI cluster	3003725	protein homolog model	CARD	CARD curation	no data	no data	Desulfitobacterium hafniense	1	0	1	11.82	72	60.00	*	609	vanX; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
gb|KY073238.1|+|1678-2323|ARO:3004636|qnrE1	qnrE1	3004636	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	23	0	23	86.82	560	4.61	*	645	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
gb|CP018961.1|-|163458-164103|ARO:3004637|qnrE2	qnrE2	3004637	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	11	0	11	33.18	214	20.27	*	645	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
gb|NC_004939.1|+|4565-6107|ARO:3004639|Cstr_tetA	Corynebacterium striatum tetA	3004639	protein homolog model	CARD	CARD curation	no data	no data	Corynebacterium striatum	2	0	2	2.66	41	56.50	*	1542	major facilitator superfamily (MFS) antibiotic efflux pump	penam; tetracycline antibiotic	antibiotic efflux
gb|MG601730.1|+|0-1152|ARO:3003852|ADC-6	ADC-6	3003852	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	5	0	5	14.50	167	0.00	*	1152	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
gb|AJ575184.1|+|0-1152|ARO:3003851|ADC-5	ADC-5	3003851	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter pittii	3	0	3	14.76	170	0.00	*	1152	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_055286.1|+|1-1152|ARO:3006330|ADC-156	ADC-156	3006330	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	13.11	151	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|DQ241380.1|+|0-777|ARO:3002539|AAC(3)-IV	AAC(3)-IV	3002539	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	3	0	3	54.31	422	60.00	*	777	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
gb|KM998962.1|+|0-861|ARO:3003158|TEM-220	TEM-220	3003158	protein homolog model	CARD	CARD curation	no data	no data	Neisseria gonorrhoeae	3	0	3	40.07	345	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|EU370913.1|+|46651-47827|ARO:3003922|oqxA	oqxA	3003922	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	123	0	123	100.00	1176	54.83	*	1176	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux
gb|EU370913.1|+|47850-51003|ARO:3003923|oqxB	oqxB	3003923	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1131	0	1131	100.00	3153	43.30	*	3153	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux
gb|U00096.3|+|966620-968369|ARO:3003950|msbA	msbA	3003950	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	221	0	221	68.04	1190	41.37	*	1749	ATP-binding cassette (ABC) antibiotic efflux pump	nitroimidazole antibiotic	antibiotic efflux
gb|AL123456.3|-|3153038-3154631|ARO:3003955|efpA	efpA	3003955	protein homolog model	CARD	CARD curation	no data	no data	Mycobacterium tuberculosis	3	0	3	4.14	66	55.00	*	1593	major facilitator superfamily (MFS) antibiotic efflux pump	rifamycin antibiotic; isoniazid-like antibiotic	antibiotic efflux
gb|U40487.1|+|170-1685|ARO:3003967|lfrA	lfrA	3003967	protein homolog model	CARD	CARD curation	no data	no data	Mycolicibacterium smegmatis	2	0	2	17.82	270	32.50	*	1515	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
gb|NG_050706.1|+|1-1146|ARO:3006238|ACT-43	ACT-43	3006238	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	1	0	1	13.18	151	0.00	*	1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
gb|KX531049.1|+|0-1947|ARO:3003986|TaeA	TaeA	3003986	protein homolog model	CARD	CARD curation	no data	no data	Paenibacillus sp.	1	0	1	1.54	30	60.00	*	1947	ATP-binding cassette (ABC) antibiotic efflux pump	pleuromutilin antibiotic	antibiotic efflux
gb|KX531052.1|+|0-2655|ARO:3003992|rphB	rphB	3003992	protein homolog model	CARD	CARD curation	no data	no data	Paenibacillus sp.	1	0	1	2.11	56	42.00	*	2655	rifampin phosphotransferase	rifamycin antibiotic	antibiotic inactivation
gb|AE004091.2|-|2854010-2855291|ARO:3004073|MuxA	MuxA	3004073	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	13	0	13	9.45	121	48.46	*	1281	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux
gb|APPC01000015.1|-|269861-270698|ARO:3001749|OXA-294	OXA-294	3001749	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter sp.	3	0	3	43.13	361	16.33	*	837	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|APQV01000009.1|+|266252-267077|ARO:3001717|OXA-261	OXA-261	3001717	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	18	0	18	20.73	171	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|APRW01000016.1|-|273958-274795|ARO:3001750|OXA-295	OXA-295	3001750	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter sp.	2	0	2	27.60	231	15.50	*	837	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|LT673656.1|-|1884344-1885022|ARO:3004054|Paer_CpxR	Pseudomonas aeruginosa CpxR	3004054	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	184	0	184	62.39	423	46.99	*	678	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux
gb|AE004091.2|-|2846282-2847779|ARO:3004072|OpmB	OpmB	3004072	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	47	0	47	12.02	180	35.83	*	1497	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux
gb|KR297239.1|-|414-1428|ARO:3000620|adeL	adeL	3000620	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	64	0	64	96.35	977	51.69	*	1014	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux
gb|AE004091.2|+|5606102-5606435|ARO:3004038|Paer_emrE	Pseudomonas aeruginosa emrE	3004038	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	11	0	11	13.81	46	59.09	*	333	small multidrug resistance (SMR) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux
gb|EU255291.1|+|0-825|ARO:3001444|OXA-122	OXA-122	3001444	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	2	0	2	15.15	125	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|AJ318073.1|+|793-1990|ARO:3004041|Kpne_acrA	Klebsiella pneumoniae acrA	3004041	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	218	0	218	89.81	1075	10.62	*	1197	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
gb|DQ679966.1|+|299-1493|ARO:3004042|Eclo_acrA	Enterobacter cloacae acrA	3004042	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	172	0	172	100.00	1194	55.84	*	1194	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
gb|U00096.3|-|484425-485619|ARO:3004043|Ecol_acrA	Escherichia coli acrA	3004043	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	8.96	107	34.00	*	1194	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
gb|CP012901.1|-|5979156-5980365|ARO:3003801|bcr-1	bcr-1	3003801	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	125	0	125	22.25	269	59.74	*	1209	major facilitator superfamily (MFS) antibiotic efflux pump	bicyclomycin-like antibiotic	antibiotic efflux
gb|AE004091.2|-|4165718-4165880|ARO:3004056|ArmR	ArmR	3004056	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	40.74	66	60.00	*	162	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux
gb|JQ340365.1|+|0-1434|ARO:3003583|basS	basS	3003583	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	99	0	99	36.33	521	47.18	*	1434	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration; antibiotic efflux
gb|AE004091.2|+|2810008-2813197|ARO:3000804|MexF	MexF	3000804	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1963	0	1963	86.89	2771	50.31	*	3189	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
gb|AE004091.2|+|476332-477790|ARO:3000379|OprM	OprM	3000379	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	88	0	88	28.05	409	28.49	*	1458	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux
gb|AE004091.2|-|2850882-2854014|ARO:3004074|MuxB	MuxB	3004074	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1819	0	1819	65.96	2066	37.46	*	3132	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux
gb|AE004091.2|-|2847775-2850886|ARO:3004075|MuxC	MuxC	3004075	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1207	0	1207	43.01	1338	31.66	*	3111	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux
gb|AE004091.2|-|1472546-1473980|ARO:3004077|PmpM	PmpM	3004077	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	139	0	139	39.96	573	44.78	*	1434	multidrug and toxic compound extrusion (MATE) transporter	fluoroquinolone antibiotic; aminoglycoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
gb|APPC01000022.1|-|55968-56760|ARO:3004090|ANT(3'')-IIb	ANT(3'')-IIb	3004090	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter sp.	19	0	19	97.10	769	60.00	*	792	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
gb|KU254579.1|+|59421-59841|ARO:3004111|FosA6	FosA6	3004111	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	2	0	2	57.14	240	3.50	*	420	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
gb|KP903885.1|+|0-828|ARO:3003611|OXA-455	OXA-455	3003611	protein homolog model	CARD	CARD curation	no data	no data	Achromobacter insuavis	4	0	4	7.49	62	0.00	*	828	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|AY312416.1|+|0-1122|ARO:3004123|Bpse_Omp38	Burkholderia pseudomallei Omp38	3004123	protein homolog model	CARD	CARD curation	no data	no data	Burkholderia pseudomallei	1803	0	1803	81.64	916	50.70	*	1122	General Bacterial Porin with reduced permeability to beta-lactams	monobactam; carbapenem; cephalosporin; cephamycin; penam; penem	reduced permeability to antibiotic
gb|AFRQ01000061.1|-|22598-23990|ARO:3004142|OprZ	OprZ	3004142	protein homolog model	CARD	CARD curation	no data	no data	Achromobacter insuavis	233	0	233	21.05	293	29.95	*	1392	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin	antibiotic efflux
gb|AFRQ01000061.1|-|23986-27124|ARO:3004144|AxyY	AxyY	3004144	protein homolog model	CARD	CARD curation	no data	no data	Achromobacter insuavis	771	0	771	33.17	1041	19.57	*	3138	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin	antibiotic efflux
gb|JQ394987.1|+|0-1233|ARO:3001328|Ecol_mdfA	Escherichia coli mdfA	3001328	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	62	0	62	42.98	530	44.39	*	1233	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux
gb|AP006618.1|+|4835199-4838688|ARO:3000501|rpoB2	rpoB2	3000501	protein homolog model	CARD	CARD curation	no data	no data	Nocardia farcinica	504	0	504	50.99	1779	47.12	*	3489	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement
gb|AF440406.1|+|959-2153|ARO:3004294|BUT-1	BUT-1	3004294	protein homolog model	CARD	CARD curation	no data	no data	Buttiauxella agrestis	1	0	1	6.03	72	0.00	*	1194	BUT beta-lactamase	cephalosporin	antibiotic inactivation
gb|AM283528.2|+|0-1152|ARO:3003857|ADC-13	ADC-13	3003857	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter pittii	9	0	9	14.41	166	2.33	*	1152	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
gb|KR057753.1|+|0-1116|ARO:3004347|PDC-84	PDC-84	3004347	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	4.21	47	0.00	*	1116	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|KR057758.1|+|0-1107|ARO:3004352|PDC-89	PDC-89	3004352	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.70	41	0.00	*	1107	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|KX686116.1|+|0-1536|ARO:3004379|QepA4	QepA4	3004379	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	5.21	80	0.00	*	1536	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
gb|NC_002516.2|-|779462-780101|ARO:3002679|Paer_catB7	Pseudomonas aeruginosa catB7	3002679	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	8.76	56	59.00	*	639	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
gb|NG_066530.1|+|0-1194|ARO:3005280|PDC-323	PDC-323	3005280	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|KP903886.1|+|0-828|ARO:3003613|OXA-457	OXA-457	3003613	protein homolog model	CARD	CARD curation	no data	no data	Achromobacter sp.	8	0	8	7.61	63	0.00	*	828	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|KJ584920.1|+|0-825|ARO:3001602|OXA-411	OXA-411	3001602	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	16.36	135	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|KP903888.1|+|0-828|ARO:3003614|OXA-458	OXA-458	3003614	protein homolog model	CARD	CARD curation	no data	no data	Achromobacter sp.	11	0	11	7.25	60	0.00	*	828	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|APPN01000080.1|-|348498-349338|ARO:3001763|OXA-308	OXA-308	3001763	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter gerneri	6	0	6	27.50	231	60.00	*	840	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
