assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCA_022702705.1	PRJNA764569	SAMN21509078	JAKZJZ000000000.1		representative genome		420342	420342	Papilionanthe hookeriana x Papilionanthe teres	cultivar=Miss Joaquim		latest	Chromosome	Major	Full	2022/03/28	VMJ	National University of Singapore	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/702/705/GCA_022702705.1_VMJ	./genbank/GCA_022702705.1_VMJ_genomic.fna.gz
GCA_904845875.1	PRJEB40463	SAMEA7340635	CAJGYO000000000.1		representative genome		422564	422564	Miscanthus lutarioriparius			latest	Scaffold	Major	Full	2020/10/12	Mlu_assembly	NCGR	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/845/875/GCA_904845875.1_Mlu_assembly	./genbank/GCA_904845875.1_Mlu_assembly_genomic.fna.gz
GCA_014898755.1	PRJNA614908	SAMN14439379	JACFYI000000000.1		representative genome		429699	429699	Handroanthus guayacan		HBG# 8421	latest	Scaffold	Major	Full	2020/10/20	HAGU_1.0	Louisiana State University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/898/755/GCA_014898755.1_HAGU_1.0	./genbank/GCA_014898755.1_HAGU_1.0_genomic.fna.gz
GCA_002762385.1	PRJNA324125	SAMN05195323	NKXS00000000.1		representative genome		429701	429701	Handroanthus impetiginosus		UFG-1	latest	Scaffold	Major	Full	2017/11/09	Himp0.1	Laboratorio de Genetica & Biodiversidade, Instituto de Ciencias Biologicas,Universidade Federal de Goias	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/762/385/GCA_002762385.1_Himp0.1	./genbank/GCA_002762385.1_Himp0.1_genomic.fna.gz
GCA_001687025.1	PRJNA326219	SAMN05271586	MATQ00000000.1		representative genome		434248	434248	Chenopodium suecicum		BYU_1480	latest	Scaffold	Major	Full	2016/07/18	ASM168702v1	King Abdullah University of Science and Technology	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/687/025/GCA_001687025.1_ASM168702v1	./genbank/GCA_001687025.1_ASM168702v1_genomic.fna.gz
GCA_020465985.1	PRJNA551419	SAMN11585524	JAANYP000000000.1		representative genome		434635	434635	Centrapalus pauciflorus		104	latest	Scaffold	Major	Full	2021/10/13	ASM2046598v1	Smithsonian Institution	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/465/985/GCA_020465985.1_ASM2046598v1	./genbank/GCA_020465985.1_ASM2046598v1_genomic.fna.gz
GCA_004135705.1	PRJNA481434	SAMN09668083	QPGU00000000.1		representative genome		435756	435756	Alloteropsis semialata	ecotype=AUS1-1		latest	Chromosome	Major	Full	2019/02/04	ASEM_AUS1_V1.0	University of Sheffield	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/135/705/GCA_004135705.1_ASEM_AUS1_V1.0	./genbank/GCA_004135705.1_ASEM_AUS1_V1.0_genomic.fna.gz
GCA_000092065.1	PRJNA13044	SAMN03081420			representative genome		436017	242159	Ostreococcus lucimarinus CCE9901	strain=CCE9901		latest	Complete Genome	Major	Full	2007/04/10	ASM9206v1	US DOE Joint Genome Institute	GCF_000092065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/065/GCA_000092065.1_ASM9206v1	./genbank/GCA_000092065.1_ASM9206v1_genomic.fna.gz
GCA_007844245.1	PRJNA529328	SAMN11264821	VDML00000000.1		representative genome		436086	436086	Pyrus betulifolia	cultivar=Shanxi Duli		latest	Chromosome	Major	Full	2019/08/08	ASM784424v1	Research Institute of Pomology, Chinese Academy of Agricultural Sciences	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/844/245/GCA_007844245.1_ASM784424v1	./genbank/GCA_007844245.1_ASM784424v1_genomic.fna.gz
GCA_001909325.1	PRJNA326965	SAMN05185177	MAYD00000000.1		representative genome		441023	441023	Ruellia speciosa		Rspec5	latest	Contig	Major	Full	2016/12/20	Rspec1.0	University of Colorado-Boulder	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/909/325/GCA_001909325.1_Rspec1.0	./genbank/GCA_001909325.1_Rspec1.0_genomic.fna.gz
GCA_003194525.1	PRJNA361418	SAMN06233403	NBIV00000000.1		representative genome		448386	448386	Gracilariopsis chorda		SKKU-2015	latest	Contig	Major	Full	2018/06/06	GraCho1.0	Sungkyunkwan University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/194/525/GCA_003194525.1_GraCho1.0	./genbank/GCA_003194525.1_GraCho1.0_genomic.fna.gz
GCA_017140615.1	PRJNA509734	SAMN16414697	JADGSE000000000.1		representative genome		452569	452569	Eucalyptus cladocalyx		CCA3497	latest	Chromosome	Major	Full	2021/03/09	ASM1714061v1	Australian National University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/140/615/GCA_017140615.1_ASM1714061v1	./genbank/GCA_017140615.1_ASM1714061v1_genomic.fna.gz
GCA_016097595.1	PRJNA509734	SAMN16414706	JADPVT000000000.1		representative genome		452574	452574	Eucalyptus pumila		CCA0845	latest	Chromosome	Major	Full	2020/12/17	ASM1609759v1	Australian National University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/097/595/GCA_016097595.1_ASM1609759v1	./genbank/GCA_016097595.1_ASM1609759v1_genomic.fna.gz
GCA_004329165.1	PRJNA482912	SAMN09721040	QUWT00000000.1		representative genome		455371	455371	Spatholobus suberectus	cultivar=SS-2018		latest	Chromosome	Major	Full	2019/03/07	ASM432916v1	Guangxi Botanical Garden of Medicinal Plants	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/329/165/GCA_004329165.1_ASM432916v1	./genbank/GCA_004329165.1_ASM432916v1_genomic.fna.gz
GCA_019671005.1	PRJNA717149	SAMN18499069	JAGYYJ000000000.1		representative genome		455430	455430	Hibiscus mutabilis		CDBG198303281	latest	Chromosome	Major	Full	2021/08/19	ASM1967100v1	Chengdu Botanical Garden	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/671/005/GCA_019671005.1_ASM1967100v1	./genbank/GCA_019671005.1_ASM1967100v1_genomic.fna.gz
GCA_013401445.1	PRJNA542587	SAMN11634134	JAAARO000000000.1		representative genome		458696	458696	Tripterygium wilfordii		XIE 37	latest	Chromosome	Major	Full	2020/07/13	ASM1340144v1	Capital medical University	GCF_013401445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/401/445/GCA_013401445.1_ASM1340144v1	./genbank/GCA_013401445.1_ASM1340144v1_genomic.fna.gz
GCA_016880815.1	PRJNA640746	SAMN15331941	JABXYL000000000.1		na		458696	458696	Tripterygium wilfordii		CS-2019	latest	Chromosome	Major	Full	2021/02/12	ASM1688081v1	Shanghai Chenshan Botanical Garden	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/880/815/GCA_016880815.1_ASM1688081v1	./genbank/GCA_016880815.1_ASM1688081v1_genomic.fna.gz
GCA_005019695.1	PRJNA484861	SAMN09770388	RXID00000000.1		representative genome		459581	167602	Trichopus zeylanicus subsp. travancoricus	ecotype=Agasthyamalai		latest	Scaffold	Major	Full	2019/05/01	DCB_TZT_HYBRID.1.1	SIUCEB	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/019/695/GCA_005019695.1_DCB_TZT_HYBRID.1.1	./genbank/GCA_005019695.1_DCB_TZT_HYBRID.1.1_genomic.fna.gz
GCA_001753735.1	PRJNA343859	SAMN05787349	MKEJ00000000.1		representative genome		459629	459629	Embelia ribes		ER1	latest	Scaffold	Major	Full	2016/10/06	Embelia_ribes_ER1_v1	Transdisciplinary University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/753/735/GCA_001753735.1_Embelia_ribes_ER1_v1	./genbank/GCA_001753735.1_Embelia_ribes_ER1_v1_genomic.fna.gz
GCA_019705895.1	PRJNA646918	SAMN15568142	JACVEH000000000.1		na		459856	3726	Raphanus sativus var. caudatus	cultivar=rat tail radish	RS01	latest	Chromosome	Major	Full	2021/08/25	IVFCAAS_Rs01_1.0	Institiute of Vegetables and Flowers, Chinese Acadmy of Agricultural Science	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/705/895/GCA_019705895.1_IVFCAAS_Rs01_1.0	./genbank/GCA_019705895.1_IVFCAAS_Rs01_1.0_genomic.fna.gz
GCA_019705865.1	PRJNA646918	SAMN15568235	JACZFT000000000.1		na		463157	3726	Raphanus sativus var. oleiformis		YMYLB	latest	Chromosome	Major	Full	2021/08/25	IVFCAAS_Rs02_1.0	Institiute of Vegetables and Flowers, Chinese Acadmy of Agricultural Science	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/705/865/GCA_019705865.1_IVFCAAS_Rs02_1.0	./genbank/GCA_019705865.1_IVFCAAS_Rs02_1.0_genomic.fna.gz
GCA_001598015.1	PRJNA182117	SAMN02215335	LVEL00000000.1		representative genome		472368	472368	Dorcoceras hygrometricum	cultivar=XS01		latest	Scaffold	Major	Full	2016/04/28	Boea_hygrometrica.v1	BGI-Shenzhen	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/598/015/GCA_001598015.1_Boea_hygrometrica.v1	./genbank/GCA_001598015.1_Boea_hygrometrica.v1_genomic.fna.gz
GCA_018901945.1	PRJNA685118	SAMN17077277	JAEVFF000000000.1		representative genome		473980	473980	Pugionium dolabratum		SCU-Liu-2020-2	latest	Scaffold	Major	Full	2021/06/16	ASM1890194v1	SiChuan University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/901/945/GCA_018901945.1_ASM1890194v1	./genbank/GCA_018901945.1_ASM1890194v1_genomic.fna.gz
GCA_014843705.1	PRJNA624746	SAMN15832665	JACOMQ000000000.1		representative genome		474999	474999	Euphrasia arctica		E028	latest	Scaffold	Major	Full	2020/10/05	ASM1484370v1	University of Edinburgh	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/843/705/GCA_014843705.1_ASM1484370v1	./genbank/GCA_014843705.1_ASM1484370v1_genomic.fna.gz
GCA_000737105.1	PRJNA236442	SAMN02592733	JPQE00000000.1		na		478097	3983	Manihot esculenta subsp. flabellifolia	cultivar=W14		latest	Scaffold	Major	Full	2014/08/01	MW_v2d	The Cassava Genome Consortium	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/737/105/GCA_000737105.1_MW_v2d	./genbank/GCA_000737105.1_MW_v2d_genomic.fna.gz
GCA_018127125.1	PRJNA659608	SAMN15930083	JACTNZ000000000.1		representative genome		479676	479676	Rhododendron griersonianum		WSP0	latest	Chromosome	Major	Full	2021/04/23	RGv1.1	Ori-Gene Co. Ltd.	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/127/125/GCA_018127125.1_RGv1.1	./genbank/GCA_018127125.1_RGv1.1_genomic.fna.gz
GCA_004918865.1	PRJNA528117	SAMN11174932	STGP00000000.1		representative genome		480971	480971	Caryocar brasiliense	ecotype=Cerrado	Cbr1_UFG_LGBio	latest	Scaffold	Major	Full	2019/04/26	Cbr_v1.0	Universidade Federal de Goias - UFG	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/918/865/GCA_004918865.1_Cbr_v1.0	./genbank/GCA_004918865.1_Cbr_v1.0_genomic.fna.gz
GCA_021527575.1	PRJNA736572	SAMN19653997	JAHSUZ000000000.1		representative genome		482298	482298	Ensete glaucum		EGL_1	latest	Chromosome	Major	Full	2022/01/20	ASM2152757v1	Chinese Academy of Science	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/527/575/GCA_021527575.1_ASM2152757v1	./genbank/GCA_021527575.1_ASM2152757v1_genomic.fna.gz
GCA_020916435.1	PRJNA771236	SAMN23137985	JAJHUT000000000.1		representative genome		483875	483875	Oxytropis ochrocephala	cultivar=locoweed	D105-S01-01	latest	Chromosome	Major	Full	2021/11/22	ASM2091643v1	Northwestern University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/916/435/GCA_020916435.1_ASM2091643v1	./genbank/GCA_020916435.1_ASM2091643v1_genomic.fna.gz
GCA_903798395.1	PRJEB20151	SAMEA6544793	CAIGRS000000000.1		representative genome		490840	490840	Fraxinus floribunda			latest	Scaffold	Major	Full	2020/06/16	FRAX32-0.1	QMUL	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/798/395/GCA_903798395.1_FRAX32-0.1	./genbank/GCA_903798395.1_FRAX32-0.1_genomic.fna.gz
GCA_903798285.1	PRJEB20151	SAMEA6544794	CAIGRI000000000.1		representative genome		490841	490841	Fraxinus gooddingii			latest	Scaffold	Major	Full	2020/06/16	FRAX19-0.1	QMUL	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/798/285/GCA_903798285.1_FRAX19-0.1	./genbank/GCA_903798285.1_FRAX19-0.1_genomic.fna.gz
GCA_902829205.1	PRJEB20151	SAMEA6544801	CADEPE000000000.1		representative genome		490846	490846	Fraxinus paxiana			latest	Contig	Major	Full	2020/04/15	FRAX08-0.1	QMUL	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/829/205/GCA_902829205.1_FRAX08-0.1	./genbank/GCA_902829205.1_FRAX08-0.1_genomic.fna.gz
GCA_902876705.1	PRJEB20151	SAMEA6544807	CADILQ000000000.1		representative genome		490850	490850	Fraxinus sieboldiana			latest	Contig	Major	Full	2020/05/07	FRAX12-0.1 updated	QMUL	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/876/705/GCA_902876705.1_FRAX12-0.1_updated	./genbank/GCA_902876705.1_FRAX12-0.1_updated_genomic.fna.gz
GCA_900538255.1	PRJEB25750	SAMEA104719794	UNSF00000000.1		representative genome		498180	498180	Ulva mutabilis	strain=wild-type		latest	Scaffold	Major	Full	2018/09/12	Ulvmu_WT_fa	VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY, GHENT UNI	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/538/255/GCA_900538255.1_Ulvmu_WT_fa	./genbank/GCA_900538255.1_Ulvmu_WT_fa_genomic.fna.gz
GCA_007814255.1	PRJNA528429	SAMN11190902	VFAI00000000.1	partial	na		501393	501393	Larix cajanderi	ecotype=tundra-taiga ecotone	EH93	latest	Contig	Major	Partial	2019/07/15	AWI_Lcaj_EH93_1.0	Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/814/255/GCA_007814255.1_AWI_Lcaj_EH93_1.0	./genbank/GCA_007814255.1_AWI_Lcaj_EH93_1.0_genomic.fna.gz
GCA_007814285.1	PRJNA528429	SAMN11190901	VFAJ00000000.1	partial	na		501393	501393	Larix cajanderi	ecotype=tundra-taiga ecotone	EH92	latest	Contig	Major	Partial	2019/07/15	AWI_Lcaj_EH92_1.0	Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/814/285/GCA_007814285.1_AWI_Lcaj_EH92_1.0	./genbank/GCA_007814285.1_AWI_Lcaj_EH92_1.0_genomic.fna.gz
GCA_007814315.1	PRJNA528429	SAMN11190900	VFAK00000000.1	partial	na		501393	501393	Larix cajanderi	ecotype=tundra-taiga ecotone	EH94	latest	Contig	Major	Partial	2019/07/15	AWI_Lcaj_EH94_1.0	Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/814/315/GCA_007814315.1_AWI_Lcaj_EH94_1.0	./genbank/GCA_007814315.1_AWI_Lcaj_EH94_1.0_genomic.fna.gz
GCA_007814345.1	PRJNA528429	SAMN11190899	VFAL00000000.1	partial	na		501393	501393	Larix cajanderi	ecotype=tundra-taiga ecotone	EH98	latest	Contig	Major	Partial	2019/07/15	AWI_Lcaj_EH98_1.0	Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/814/345/GCA_007814345.1_AWI_Lcaj_EH98_1.0	./genbank/GCA_007814345.1_AWI_Lcaj_EH98_1.0_genomic.fna.gz
GCA_007814415.1	PRJNA528429	SAMN11190898	VFAM00000000.1	partial	na		501393	501393	Larix cajanderi	ecotype=tundra-taiga ecotone	EH97	latest	Contig	Major	Partial	2019/07/15	AWI_Lcaj_EH97_1.0	Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/814/415/GCA_007814415.1_AWI_Lcaj_EH97_1.0	./genbank/GCA_007814415.1_AWI_Lcaj_EH97_1.0_genomic.fna.gz
GCA_007814435.1	PRJNA528429	SAMN11190897	VFAN00000000.1	partial	na		501393	501393	Larix cajanderi	ecotype=tundra-taiga ecotone	EH96	latest	Contig	Major	Partial	2019/07/15	AWI_Lcaj_EH96_1.0	Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/814/435/GCA_007814435.1_AWI_Lcaj_EH96_1.0	./genbank/GCA_007814435.1_AWI_Lcaj_EH96_1.0_genomic.fna.gz
GCA_007814465.1	PRJNA528429	SAMN11190896	VFAO00000000.1	partial	na		501393	501393	Larix cajanderi	ecotype=tundra-taiga ecotone	EH104	latest	Contig	Major	Partial	2019/07/15	AWI_Lcaj_EH104_1.0	Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/814/465/GCA_007814465.1_AWI_Lcaj_EH104_1.0	./genbank/GCA_007814465.1_AWI_Lcaj_EH104_1.0_genomic.fna.gz
GCA_022985045.1	PRJNA587821	SAMN13219572	JAJSZK000000000.1		representative genome		512563	512563	Macadamia tetraphylla		Yunre-95	latest	Chromosome	Major	Full	2022/04/19	ASM2298504v1	Yunnan Institute of Tropical Crops	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/985/045/GCA_022985045.1_ASM2298504v1	./genbank/GCA_022985045.1_ASM2298504v1_genomic.fna.gz
GCA_021014915.1	PRJNA722258	SAMN18747788	JAHAUY000000000.1		na		525641	55611	Artemisia tridentata subsp. tridentata		IDT-2	latest	Scaffold	Major	Full	2021/11/30	ASM2101491v1	Boise State Univeristy	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/014/915/GCA_021014915.1_ASM2101491v1	./genbank/GCA_021014915.1_ASM2101491v1_genomic.fna.gz
GCA_023558565.1	PRJNA795150	SAMN24662005	JAKJXK000000000.1		representative genome		525641	55611	Artemisia tridentata subsp. tridentata		IDT3	latest	Chromosome	Major	Full	2022/05/31	ASM2355856v1	Boise State University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/558/565/GCA_023558565.1_ASM2355856v1	./genbank/GCA_023558565.1_ASM2355856v1_genomic.fna.gz
GCA_000259855.1	PRJNA68167	SAMN02981353	AFUW00000000.1	derived from environmental source	na		528323	528323	uncultured Bathycoccus			latest	Contig	Major	Full	2011/10/31	ASM25985v1	Monterey Bay Aquarium Research Institue	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/259/855/GCA_000259855.1_ASM25985v1	./genbank/GCA_000259855.1_ASM25985v1_genomic.fna.gz
GCA_902712295.1	PRJEB35744	SAMEA6412666	CACTHJ000000000.1	derived from environmental source; derived from metagenome	na		528323	528323	uncultured Bathycoccus			latest	Scaffold	Major	Full	2020/10/12	eukcc_tara_1	EBI	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/712/295/GCA_902712295.1_eukcc_tara_1	./genbank/GCA_902712295.1_eukcc_tara_1_genomic.fna.gz
GCA_903798045.1	PRJEB38633	SAMEA6875682	CAIGQP000000000.1	derived from environmental source; derived from metagenome	na		528323	528323	uncultured Bathycoccus			latest	Scaffold	Major	Full	2020/08/12	TARA_EukCC_1	EBI	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/798/045/GCA_903798045.1_TARA_EukCC_1	./genbank/GCA_903798045.1_TARA_EukCC_1_genomic.fna.gz
GCA_004153795.2	PRJNA510226	SAMN06329939	SDRB00000000.2		representative genome		542762	4442	Camellia sinensis var. sinensis	cultivar=Shuchazao		latest	Scaffold	Major	Full	2019/04/21	AHAU_CSS_2	Anhui Agricultural University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/153/795/GCA_004153795.2_AHAU_CSS_2	./genbank/GCA_004153795.2_AHAU_CSS_2_genomic.fna.gz
GCA_017311205.1	PRJNA665594	SAMN17982965	JAFLEL000000000.1		na		542762	4442	Camellia sinensis var. sinensis	cultivar=Tieguanyin		latest	Chromosome	Major	Full	2021/03/10	ASM1731120v1	FuJian Agriculture and Forestry University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/311/205/GCA_017311205.1_ASM1731120v1	./genbank/GCA_017311205.1_ASM1731120v1_genomic.fna.gz
GCA_020536495.1	PRJNA730185	SAMN19222206	JAHQJT000000000.1		na		542762	4442	Camellia sinensis var. sinensis	cultivar=ATK-1, /ecotype=China		latest	Chromosome	Major	Full	2021/10/21	ASM2053649v1	UPASI Tea Research Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/536/495/GCA_020536495.1_ASM2053649v1	./genbank/GCA_020536495.1_ASM2053649v1_genomic.fna.gz
GCA_011114355.1	PRJNA540106	SAMN11521864	SWLB00000000.1		representative genome		544730	544730	Carex littledalei		C.B.Clarke	latest	Chromosome	Major	Full	2020/03/17	ASM1111435v1	Tibet Academy of Agricultural and Animal Sciences	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/114/355/GCA_011114355.1_ASM1111435v1	./genbank/GCA_011114355.1_ASM1111435v1_genomic.fna.gz
GCA_024500145.1	PRJNA799480	SAMN26302150	JAMYXJ000000000.1		representative genome		553044	225203	Gentiana dahurica var. dahurica		GD1997	latest	Chromosome	Major	Full	2022/08/03	ASM2450014v1	Sichuan University College of Life Sciences	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/500/145/GCA_024500145.1_ASM2450014v1	./genbank/GCA_024500145.1_ASM2450014v1_genomic.fna.gz
GCA_002245815.2	PRJNA290385	SAMN03863807	LHPF00000000.2		representative genome		554055	554055	Micractinium conductrix	strain=SAG 241.80		latest	Contig	Major	Full	2018/03/21	ASM224581v2	University of Minnesota	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/245/815/GCA_002245815.2_ASM224581v2	./genbank/GCA_002245815.2_ASM224581v2_genomic.fna.gz
GCA_000147415.1	PRJNA45853	SAMN02744065	ADIC00000000.1		representative genome		554065	554065	Chlorella variabilis	strain=NC64A		latest	Scaffold	Major	Full	2010/09/16	v 1.0	JGI	GCF_000147415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/415/GCA_000147415.1_v_1.0	./genbank/GCA_000147415.1_v_1.0_genomic.fna.gz
GCA_018901935.1	PRJNA685118	SAMN17077276	JAENJI000000000.1		representative genome		557876	557876	Pugionium cornutum		SCU-Liu-2020	latest	Chromosome	Major	Full	2021/06/16	ASM1890193v1	SiChuan University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/901/935/GCA_018901935.1_ASM1890193v1	./genbank/GCA_018901935.1_ASM1890193v1_genomic.fna.gz
GCA_008638375.1	PRJNA552378	SAMN12206538	VIRR00000000.1		representative genome		561372	561372	Nyssa sinensis		J267	latest	Chromosome	Major	Full	2019/09/24	ASM863837v1	Nyssa sinensis	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/638/375/GCA_008638375.1_ASM863837v1	./genbank/GCA_008638375.1_ASM863837v1_genomic.fna.gz
GCA_013621005.1	PRJNA448804	SAMN08866577	RYYW00000000.1		representative genome		561484	561484	Aeschynomene evenia		CIAT22838	latest	Chromosome	Major	Full	2020/07/29	IRD_Aeve_1.1	Laboratoire des Symbioses Tropicales et Mediterraneennes (LSTM)	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/621/005/GCA_013621005.1_IRD_Aeve_1.1	./genbank/GCA_013621005.1_IRD_Aeve_1.1_genomic.fna.gz
GCA_000151265.1	PRJNA15678	SAMN02953743	ACCP00000000.1		representative genome		564608	38833	Micromonas pusilla CCMP1545	strain=CCMP1545		latest	Scaffold	Major	Full	2009/04/09	Micromonas pusilla CCMP1545 v2.0	Micromonas Genome Consortium	GCF_000151265.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/265/GCA_000151265.1_Micromonas_pusilla_CCMP1545_v2.0	./genbank/GCA_000151265.1_Micromonas_pusilla_CCMP1545_v2.0_genomic.fna.gz
GCA_001484925.1	PRJNA258061	SAMN02983203	LNCG00000000.1		representative genome		571359	571359	Arabis nordmanniana			latest	Scaffold	Major	Full	2016/01/04	ASM148492v1	Max-Planck-Institute for Plant Breeding Research	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/484/925/GCA_001484925.1_ASM148492v1	./genbank/GCA_001484925.1_ASM148492v1_genomic.fna.gz
GCA_001649415.1	PRJNA312694	SAMN04505257	LVTN00000000.1		representative genome		574487	574487	Musa itinerans		HN9	latest	Scaffold	Major	Full	2016/05/21	ASM164941v1	South China Botanic Garden, CAS	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/649/415/GCA_001649415.1_ASM164941v1	./genbank/GCA_001649415.1_ASM164941v1_genomic.fna.gz
GCA_000258705.1	PRJNA32657	SAMN02744078	AGSI00000000.1		representative genome		574566	248742	Coccomyxa subellipsoidea C-169		C-169	latest	Contig	Major	Full	2012/04/13	Coccomyxa subellipsoidae v2.0	JGI	GCF_000258705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/258/705/GCA_000258705.1_Coccomyxa_subellipsoidae_v2.0	./genbank/GCA_000258705.1_Coccomyxa_subellipsoidae_v2.0_genomic.fna.gz
GCA_002897115.2	PRJDB3669	SAMD00028389	BCIH00000000.1		representative genome	assembly from type material	575411	575411	Prototheca cutis	strain=JCM 15793		latest	Scaffold	Major	Full	2018/06/27	JCM_15793_assembly_v001	RIKEN Center for Life Science Technologies, Division of Genomic Technologies	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/897/115/GCA_002897115.2_JCM_15793_assembly_v001	./genbank/GCA_002897115.2_JCM_15793_assembly_v001_genomic.fna.gz
GCA_016906445.1	PRJNA626603	SAMN14645793	JABBYS000000000.1		na		575411	575411	Prototheca cutis	strain=20-25310		latest	Contig	Major	Full	2021/02/18	ASM1690644v1	University of Georgia	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/906/445/GCA_016906445.1_ASM1690644v1	./genbank/GCA_016906445.1_ASM1690644v1_genomic.fna.gz
